date_week,province,total_posts,avg_word_count,joy_mean,sadness_mean,anger_mean,fear_mean,surprise_mean,neutral_mean,joy_std,sadness_std,anger_std,fear_std,surprise_std,dominant_emotion_key,dominant_emotion,dominant_score,positive_index,emotional_intensity,fear_joy_ratio,reliable
2019-W51,上海,4,955.0,0.1375,0.0,0.0,0.0,0.025,0.8375,0.13768926368215254,0.0,0.0,0.0,0.05,neutral,中性,0.8375,13.75,0.16249999999999998,0.0,False
2019-W51,云南,5,203.4,0.12000000000000002,0.13999999999999999,0.2,0.01,0.05,0.48,0.1788854381999832,0.21908902300206645,0.2549509756796392,0.0223606797749979,0.05,neutral,中性,0.48,0.3333333333333334,0.52,0.0769230769230769,False
2019-W51,内蒙古,2,454.0,0.2,0.0,0.2,0.0,0.05,0.55,0.28284271247461906,0.0,0.28284271247461906,0.0,0.07071067811865477,neutral,中性,0.55,0.9523809523809523,0.44999999999999996,0.0,False
2019-W51,北京,5,843.0,0.27,0.030000000000000006,0.04,0.0,0.1,0.56,0.363318042491699,0.0447213595499958,0.0894427190999916,0.0,0.1224744871391589,neutral,中性,0.56,3.375,0.43999999999999995,0.0,False
2019-W51,台湾,2,562.0,0.2,0.05,0.2,0.05,0.1,0.39999999999999997,0.28284271247461906,0.07071067811865477,0.28284271247461906,0.07071067811865477,0.0,neutral,中性,0.39999999999999997,0.6451612903225807,0.6000000000000001,0.23809523809523808,False
2019-W51,吉林,2,258.5,0.4,0.1,0.0,0.15,0.05,0.30000000000000004,0.5656854249492381,0.14142135623730953,0.0,0.21213203435596426,0.07071067811865477,joy,喜悦,0.4,1.5384615384615385,0.7,0.3658536585365853,False
2019-W51,四川,1,99.0,0.0,0.0,0.0,0.05,0.1,0.85,,,,,,neutral,中性,0.85,0.0,0.15000000000000002,5.0,False
2019-W51,天津,2,846.5,0.3,0.0,0.0,0.0,0.1,0.6,0.4242640687119285,0.0,0.0,0.0,0.14142135623730953,neutral,中性,0.6,30.0,0.4,0.0,False
2019-W51,安徽,3,275.0,0.3,0.0,0.06666666666666667,0.03333333333333333,0.16666666666666666,0.4333333333333333,0.36055512754639885,0.0,0.11547005383792516,0.05773502691896258,0.11547005383792514,neutral,中性,0.4333333333333333,2.727272727272727,0.5666666666666667,0.10752688172043011,False
2019-W51,山东,4,411.0,0.325,0.0,0.19999999999999998,0.0125,0.0875,0.375,0.27537852736430507,0.0,0.282842712474619,0.025,0.06291528696058958,neutral,中性,0.375,1.4606741573033708,0.625,0.03731343283582089,False
2019-W51,山西,5,516.6,0.16,0.02,0.0,0.0,0.030000000000000006,0.79,0.33052987762076824,0.0447213595499958,0.0,0.0,0.027386127875258306,neutral,中性,0.79,5.333333333333334,0.20999999999999996,0.0,False
2019-W51,广东,7,714.5714285714286,0.15714285714285717,0.014285714285714287,0.0642857142857143,0.014285714285714287,0.0642857142857143,0.6857142857142857,0.1966989481173608,0.03779644730092273,0.11073348527841415,0.03779644730092273,0.07480132415430957,neutral,中性,0.6857142857142857,1.527777777777778,0.3142857142857143,0.08547008547008546,False
2019-W51,广西,5,245.4,0.54,0.0,0.04,0.0,0.1,0.32,0.3286335345030997,0.0,0.0894427190999916,0.0,0.07071067811865477,joy,喜悦,0.54,10.8,0.6799999999999999,0.0,False
2019-W51,江苏,9,520.0,0.4222222222222222,0.011111111111111112,0.06666666666666667,0.01666666666666667,0.09444444444444446,0.3888888888888889,0.3447019646657739,0.03333333333333334,0.2,0.035355339059327376,0.0682112730989371,joy,喜悦,0.4222222222222222,4.042553191489362,0.6111111111111112,0.03856041131105399,False
2019-W51,江西,7,433.0,0.29999999999999993,0.0,0.0,0.014285714285714287,0.08571428571428572,0.6,0.29439202887759486,0.0,0.0,0.03779644730092273,0.1492042384180314,neutral,中性,0.6,12.352941176470585,0.4,0.046082949308755776,False
2019-W51,河北,7,318.7142857142857,0.14285714285714285,0.10714285714285714,0.14285714285714285,0.028571428571428574,0.02142857142857143,0.5571428571428572,0.17182493859684492,0.22065918560186018,0.22253945610567472,0.039339789623472156,0.056694670951384085,neutral,中性,0.5571428571428572,0.495049504950495,0.44285714285714284,0.1869158878504673,False
2019-W51,河南,7,322.0,0.2857142857142857,0.04285714285714286,0.08571428571428572,0.014285714285714287,0.0642857142857143,0.5071428571428571,0.3579039509354962,0.11338934190276817,0.18644544714716088,0.03779644730092273,0.08521681032463467,neutral,中性,0.5071428571428571,1.8691588785046729,0.4928571428571429,0.04830917874396136,False
2019-W51,浙江,4,432.25,0.30000000000000004,0.0,0.0,0.0,0.0,0.7,0.34641016151377546,0.0,0.0,0.0,0.0,neutral,中性,0.7,30.000000000000004,0.30000000000000004,0.0,False
2019-W51,海南,3,693.3333333333334,0.16666666666666666,0.0,0.0,0.0,0.13333333333333333,0.7000000000000001,0.2886751345948129,0.0,0.0,0.0,0.23094010767585033,neutral,中性,0.7000000000000001,16.666666666666664,0.29999999999999993,0.0,False
2019-W51,湖北,1,72.0,0.0,0.2,0.6,0.05,0.05,0.1,,,,,,anger,愤怒,0.6,0.0,0.9,5.0,False
2019-W51,湖南,2,768.5,0.4,0.0,0.0,0.0,0.025,0.575,0.5656854249492381,0.0,0.0,0.0,0.03535533905932738,neutral,中性,0.575,40.0,0.42500000000000004,0.0,False
2019-W51,甘肃,1,385.0,0.8,0.0,0.0,0.0,0.0,0.2,,,,,,joy,喜悦,0.8,80.0,0.8,0.0,False
2019-W51,福建,5,1003.0,0.17,0.01,0.05,0.02,0.12999999999999998,0.62,0.23345235059857505,0.0223606797749979,0.05,0.027386127875258306,0.17888543819998315,neutral,中性,0.62,1.888888888888889,0.38,0.1111111111111111,False
2019-W51,辽宁,4,614.0,0.3625,0.0125,0.0,0.0125,0.05,0.5625,0.43084219849035216,0.025,0.0,0.025,0.05773502691896258,neutral,中性,0.5625,10.357142857142856,0.4375,0.03355704697986577,False
2019-W51,重庆,4,239.25,0.225,0.0,0.05,0.025,0.175,0.525,0.26299556396765833,0.0,0.1,0.05,0.23629078131263043,neutral,中性,0.525,2.6470588235294117,0.475,0.10638297872340426,False
2019-W51,陕西,3,623.0,0.5,0.0,0.0,0.0,0.11666666666666665,0.3833333333333333,0.43588989435406733,0.0,0.0,0.0,0.10408329997330663,joy,喜悦,0.5,50.0,0.6166666666666667,0.0,False
2019-W51,青海,1,1376.0,0.5,0.0,0.0,0.0,0.0,0.5,,,,,,joy,喜悦,0.5,50.0,0.5,0.0,False
2019-W51,香港,2,389.5,0.2,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,neutral,中性,0.8,20.0,0.19999999999999996,0.0,False
2019-W51,黑龙江,5,382.8,0.47000000000000003,0.1,0.1,0.06000000000000001,0.04,0.23000000000000004,0.44384682042344287,0.1224744871391589,0.17320508075688776,0.0894427190999916,0.05477225575051662,joy,喜悦,0.47000000000000003,1.7407407407407407,0.77,0.12500000000000003,False
2019-W52,上海,9,173.44444444444446,0.23333333333333328,0.2,0.2,0.08888888888888889,0.03888888888888889,0.23888888888888887,0.35,0.18200274723201293,0.23452078799117143,0.1615893285805443,0.06972166887783963,neutral,中性,0.23888888888888887,0.4677060133630288,0.7611111111111111,0.3652968036529681,False
